,id,work_id,sex,age,year_birth,work_percent
0,29101946112,,Menn,5.0,2019,
1,26101930288,,Menn,5.0,2019,
2,22091952214,,Menn,5.0,2019,
3,04071997222,,Menn,5.0,2019,
4,07101970642,,Menn,5.0,2019,
5,19031908122,,Menn,5.0,2019,
6,09061955456,,Menn,5.0,2019,
7,26101992348,,Menn,5.0,2019,
8,20081921770,,Menn,5.0,2019,
9,07041950990,,Menn,5.0,2019,
10,01071994798,,Menn,5.0,2019,
11,05011997110,,Menn,5.0,2019,
12,05071903566,,Menn,5.0,2019,
13,07011977596,,Menn,5.0,2019,
14,13031951918,,Menn,5.0,2019,
15,15121990058,,Menn,5.0,2019,
16,26081907440,,Menn,5.0,2019,
17,17061966458,,Menn,5.0,2019,
18,30081945348,,Menn,5.0,2019,
19,07051922074,,Menn,5.0,2019,
20,26031977956,,Menn,5.0,2019,
21,20121911538,,Menn,5.0,2019,
22,16061928836,,Menn,5.0,2019,
23,08091927550,,Menn,5.0,2019,
24,25021991700,,Menn,5.0,2019,
25,29051938930,,Menn,5.0,2019,
26,19031989356,,Menn,5.0,2019,
27,21111944988,,Menn,5.0,2019,
28,04111910096,,Menn,5.0,2019,
29,01081952602,,Menn,5.0,2019,
30,07061940248,,Menn,5.0,2019,
31,22011915606,,Menn,5.0,2019,
32,10031921018,,Menn,5.0,2019,
33,08121983738,,Menn,5.0,2019,
34,03121901350,,Menn,5.0,2019,
35,25011909080,,Menn,5.0,2019,
36,06071903956,,Menn,5.0,2019,
37,28121936540,,Menn,5.0,2019,
38,24051920246,,Menn,5.0,2019,
39,30051978146,,Menn,5.0,2019,
40,21081905052,,Menn,5.0,2019,
41,26021929630,,Menn,5.0,2019,
42,04071970110,,Menn,5.0,2019,
43,07041975430,,Menn,5.0,2019,
44,06021963780,,Menn,5.0,2019,
45,09031913096,,Menn,5.0,2019,
46,23081911990,,Menn,5.0,2019,
47,02091941072,,Menn,5.0,2019,
48,06071999716,,Menn,5.0,2019,
49,12061973524,,Menn,5.0,2019,
50,28021997632,,Menn,5.0,2019,
51,04011904496,,Menn,5.0,2019,
52,03011939800,,Menn,5.0,2019,
53,23051984844,,Menn,5.0,2019,
54,18051970412,,Menn,5.0,2019,
55,18051965486,,Menn,5.0,2019,
56,12011942816,,Menn,5.0,2019,
57,15051962664,,Menn,5.0,2019,
58,11011916734,,Menn,5.0,2019,
59,22021998378,,Menn,5.0,2019,
60,31011980882,,Menn,5.0,2019,
61,19041984118,,Menn,5.0,2019,
62,28041926900,,Menn,5.0,2019,
63,17021979026,,Menn,5.0,2019,
64,04041970298,,Menn,5.0,2019,
65,29081921650,,Menn,5.0,2019,
66,09121985146,,Menn,5.0,2019,
67,16101990428,,Menn,5.0,2019,
68,24081903482,,Menn,5.0,2019,
69,18011987274,,Menn,5.0,2019,
70,22061909834,,Menn,5.0,2019,
71,23111945840,,Menn,5.0,2019,
72,27031925064,,Menn,5.0,2019,
73,10021913520,,Menn,5.0,2019,
74,19111974310,,Menn,5.0,2019,
75,28071915950,,Menn,5.0,2019,
76,26091947858,,Menn,5.0,2019,
77,17071996490,,Menn,5.0,2019,
78,09031998104,,Menn,5.0,2019,
79,15011984910,,Menn,5.0,2019,
80,24121986910,,Menn,5.0,2019,
81,26091936654,,Menn,5.0,2019,
82,02031948742,,Menn,5.0,2019,
83,28021925146,,Menn,5.0,2019,
84,15061979660,,Menn,5.0,2019,
85,21111931840,,Menn,5.0,2019,
86,13061994506,,Menn,5.0,2019,
87,25031911388,,Menn,5.0,2019,
88,07091962278,,Menn,5.0,2019,
89,19021919922,,Menn,5.0,2019,
90,31011914888,,Menn,5.0,2019,
91,17021923062,,Menn,5.0,2019,
92,15061990526,,Menn,5.0,2019,
93,16051978938,,Menn,5.0,2019,
94,05101971112,,Menn,5.0,2019,
95,27021958926,,Menn,5.0,2019,
96,18021952824,,Menn,5.0,2019,
97,15041976730,,Menn,5.0,2019,
98,27121904752,,Menn,5.0,2019,
99,12091941160,,Menn,5.0,2019,
100,04061950374,,Menn,5.0,2019,
101,03111921764,,Menn,5.0,2019,
102,04021973926,,Menn,5.0,2019,
