,id,work_id,sex,age,year_birth,work_percent
0,09031988152,,Menn,0.0,2019.0,
1,20121929940,,Menn,0.0,2019.0,
2,02041986972,,Menn,0.0,2019.0,
3,20081951802,,Menn,0.0,2019.0,
4,20101905788,,Menn,0.0,2019.0,
5,07021929556,,Menn,0.0,2019.0,
6,14051945172,,Menn,0.0,2019.0,
7,28011997074,,Menn,0.0,2019.0,
8,10041975908,,Menn,0.0,2019.0,
9,16021972568,,Menn,0.0,2019.0,
10,22091974158,,Menn,0.0,2019.0,
11,19041999760,,Menn,0.0,2019.0,
12,09021922152,,Menn,0.0,2019.0,
13,05051965034,,Menn,0.0,2019.0,
14,12071986562,,Menn,0.0,2019.0,
15,02031988156,,Menn,0.0,2019.0,
16,12101928572,,Menn,0.0,2019.0,
17,21081929258,,Menn,0.0,2019.0,
18,03111989736,,Menn,0.0,2019.0,
19,06031955688,,Menn,0.0,2019.0,
20,17031989756,,Menn,0.0,2019.0,
21,27091964128,,Menn,0.0,2019.0,
22,14051924026,,Menn,0.0,2019.0,
23,14111935920,,Menn,0.0,2019.0,
24,13031926826,,Menn,0.0,2019.0,
25,11071944408,,Menn,0.0,2019.0,
26,22031936822,,Menn,0.0,2019.0,
27,27071901578,,Menn,0.0,2019.0,
28,09121956032,,Menn,0.0,2019.0,
29,17011923188,,Menn,0.0,2019.0,
30,04021946110,,Menn,0.0,2019.0,
31,26121986438,,Menn,0.0,2019.0,
32,12051946924,,Menn,0.0,2019.0,
33,14041974184,,Menn,0.0,2019.0,
34,12041998400,,Menn,0.0,2019.0,
35,30081974496,,Menn,0.0,2019.0,
36,25051928510,,Menn,0.0,2019.0,
37,19121921022,,Menn,0.0,2019.0,
38,19051957874,,Menn,0.0,2019.0,
39,04021938282,,Menn,0.0,2019.0,
40,05031995826,,Menn,0.0,2019.0,
41,30061917382,,Menn,0.0,2019.0,
42,18081997106,,Menn,0.0,2019.0,
43,01061938514,,Menn,0.0,2019.0,
44,08061973490,,Menn,0.0,2019.0,
45,15111998510,,Menn,0.0,2019.0,
46,09051977938,,Menn,0.0,2019.0,
47,23051952024,,Menn,0.0,2019.0,
48,22081944418,,Menn,0.0,2019.0,
49,16031977308,,Menn,0.0,2019.0,
50,24041975894,,Menn,0.0,2019.0,
51,30121973136,,Menn,0.0,2019.0,
52,12101990110,,Menn,0.0,2019.0,
53,24091953338,,Menn,0.0,2019.0,
54,10101515566,,Menn,4.0,2015.0,
55,09051596088,,Menn,4.0,2015.0,
