,id,work_id,sex,age,year_birth,work_percent
0,29101946112,,Menn,1.0,2019,
1,26101930288,,Menn,1.0,2019,
2,22091952214,,Menn,1.0,2019,
3,04071997222,,Menn,1.0,2019,
4,07101970642,,Menn,1.0,2019,
5,19031908122,,Menn,1.0,2019,
6,09061955456,,Menn,1.0,2019,
7,26101992348,,Menn,1.0,2019,
8,20081921770,,Menn,1.0,2019,
9,07041950990,,Menn,1.0,2019,
10,01071994798,,Menn,1.0,2019,
11,07111905272,,Menn,1.0,2019,
12,05011997110,,Menn,1.0,2019,
13,05071903566,,Menn,1.0,2019,
14,07011977596,,Menn,1.0,2019,
15,13031951918,,Menn,1.0,2019,
16,15121990058,,Menn,1.0,2019,
17,26081907440,,Menn,1.0,2019,
18,17061966458,,Menn,1.0,2019,
19,30081945348,,Menn,1.0,2019,
20,07051922074,,Menn,1.0,2019,
21,26031977956,,Menn,1.0,2019,
22,20121911538,,Menn,1.0,2019,
23,16061928836,,Menn,1.0,2019,
24,08091927550,,Menn,1.0,2019,
25,25021991700,,Menn,1.0,2019,
26,29051938930,,Menn,1.0,2019,
27,19031989356,,Menn,1.0,2019,
28,21111944988,,Menn,1.0,2019,
29,04111910096,,Menn,1.0,2019,
30,01081952602,,Menn,1.0,2019,
31,07061940248,,Menn,1.0,2019,
32,22011915606,,Menn,1.0,2019,
33,10031921018,,Menn,1.0,2019,
34,08121983738,,Menn,1.0,2019,
35,03121901350,,Menn,1.0,2019,
36,25011909080,,Menn,1.0,2019,
37,06071903956,,Menn,1.0,2019,
38,28121936540,,Menn,1.0,2019,
39,24051920246,,Menn,1.0,2019,
40,30051978146,,Menn,1.0,2019,
41,21081905052,,Menn,1.0,2019,
42,26021929630,,Menn,1.0,2019,
43,04071970110,,Menn,1.0,2019,
44,07041975430,,Menn,1.0,2019,
45,06021963780,,Menn,1.0,2019,
46,09031913096,,Menn,1.0,2019,
47,23081911990,,Menn,1.0,2019,
48,02091941072,,Menn,1.0,2019,
49,12061973524,,Menn,1.0,2019,
50,28021997632,,Menn,1.0,2019,
51,04011904496,,Menn,1.0,2019,
52,03011939800,,Menn,1.0,2019,
53,23051984844,,Menn,1.0,2019,
54,18051970412,,Menn,1.0,2019,
55,18051965486,,Menn,1.0,2019,
56,12011942816,,Menn,1.0,2019,
57,15051962664,,Menn,1.0,2019,
58,11011916734,,Menn,1.0,2019,
59,22021998378,,Menn,1.0,2019,
60,31011980882,,Menn,1.0,2019,
61,19041984118,,Menn,1.0,2019,
62,28041926900,,Menn,1.0,2019,
63,17021979026,,Menn,1.0,2019,
64,04041970298,,Menn,1.0,2019,
65,29081921650,,Menn,1.0,2019,
66,09121985146,,Menn,1.0,2019,
67,16101990428,,Menn,1.0,2019,
68,24081903482,,Menn,1.0,2019,
69,18011987274,,Menn,1.0,2019,
70,22061909834,,Menn,1.0,2019,
71,23111945840,,Menn,1.0,2019,
72,27031925064,,Menn,1.0,2019,
73,10021913520,,Menn,1.0,2019,
74,19111974310,,Menn,1.0,2019,
75,28071915950,,Menn,1.0,2019,
76,26091947858,,Menn,1.0,2019,
77,17071996490,,Menn,1.0,2019,
78,09031998104,,Menn,1.0,2019,
79,15011984910,,Menn,1.0,2019,
80,26091936654,,Menn,1.0,2019,
81,02031948742,,Menn,1.0,2019,
82,28021925146,,Menn,1.0,2019,
83,15061979660,,Menn,1.0,2019,
84,21111931840,,Menn,1.0,2019,
85,13061994506,,Menn,1.0,2019,
86,25031911388,,Menn,1.0,2019,
87,07091962278,,Menn,1.0,2019,
88,19021919922,,Menn,1.0,2019,
89,31011914888,,Menn,1.0,2019,
90,17021923062,,Menn,1.0,2019,
91,15061990526,,Menn,1.0,2019,
92,16051978938,,Menn,1.0,2019,
93,05101971112,,Menn,1.0,2019,
94,27021958926,,Menn,1.0,2019,
95,18021952824,,Menn,1.0,2019,
96,15041976730,,Menn,1.0,2019,
97,27121904752,,Menn,1.0,2019,
98,12091941160,,Menn,1.0,2019,
