,id,work_id,sex,age,year_birth,work_percent
0,29101946112,,Menn,3.0,2019,
1,26101930288,,Menn,3.0,2019,
2,22091952214,,Menn,3.0,2019,
3,04071997222,,Menn,3.0,2019,
4,07101970642,,Menn,3.0,2019,
5,19031908122,,Menn,3.0,2019,
6,09061955456,,Menn,3.0,2019,
7,26101992348,,Menn,3.0,2019,
8,20081921770,,Menn,3.0,2019,
9,07041950990,,Menn,3.0,2019,
10,01071994798,,Menn,3.0,2019,
11,07111905272,,Menn,3.0,2019,
12,05011997110,,Menn,3.0,2019,
13,05071903566,,Menn,3.0,2019,
14,07011977596,,Menn,3.0,2019,
15,13031951918,,Menn,3.0,2019,
16,15121990058,,Menn,3.0,2019,
17,26081907440,,Menn,3.0,2019,
18,17061966458,,Menn,3.0,2019,
19,30081945348,,Menn,3.0,2019,
20,07051922074,,Menn,3.0,2019,
21,26031977956,,Menn,3.0,2019,
22,20121911538,,Menn,3.0,2019,
23,16061928836,,Menn,3.0,2019,
24,08091927550,,Menn,3.0,2019,
25,25021991700,,Menn,3.0,2019,
26,29051938930,,Menn,3.0,2019,
27,19031989356,,Menn,3.0,2019,
28,21111944988,,Menn,3.0,2019,
29,04111910096,,Menn,3.0,2019,
30,01081952602,,Menn,3.0,2019,
31,07061940248,,Menn,3.0,2019,
32,22011915606,,Menn,3.0,2019,
33,10031921018,,Menn,3.0,2019,
34,08121983738,,Menn,3.0,2019,
35,03121901350,,Menn,3.0,2019,
36,25011909080,,Menn,3.0,2019,
37,06071903956,,Menn,3.0,2019,
38,28121936540,,Menn,3.0,2019,
39,24051920246,,Menn,3.0,2019,
40,30051978146,,Menn,3.0,2019,
41,21081905052,,Menn,3.0,2019,
42,26021929630,,Menn,3.0,2019,
43,04071970110,,Menn,3.0,2019,
44,07041975430,,Menn,3.0,2019,
45,06021963780,,Menn,3.0,2019,
46,09031913096,,Menn,3.0,2019,
47,23081911990,,Menn,3.0,2019,
48,02091941072,,Menn,3.0,2019,
49,06071999716,,Menn,3.0,2019,
50,12061973524,,Menn,3.0,2019,
51,28021997632,,Menn,3.0,2019,
52,04011904496,,Menn,3.0,2019,
